id,text,hate_type,hate_severity,to_whom
653198,আমি বুঝিনা সাংবাদিক ভাইয়েরা কিভাবে এই নিউজ প্রকাশ করে ডলারের দাম কি কখনো বাড়ে কথাটা হবে কোনোভাবেই বশে আসছে না টাকার দাম কমে যাওয়ার পাগলা ঘোড়া ডলারের দাম বাড়ে না আসলে টাকার দাম কমে যায়,Abusive,Little to None,Community
839516,সময় টিভির নিউজ কেউ বিশ্বাস করে না,Abusive,Little to None,Organization
721487,সবটি হল তিন নাম্বার ছাগলের বাচ্চা আমি যদি সৌদির সাথে মিল করে রাখা দরকার ইফতারের সময়সূচিটাও ভালোভাবে করা দরকার শালা মরক্কোর গুষ্টি সাধারণত বাংলাদেশে চট্টগ্রামের রংপুর সাথে কতটুকু ইফতারের সময়সূচি ব্যবধান,Profane,Little to None,Community
593733,উক্ত টাকা পেতে শিক্ষকদের ক্যানসার ও প্যরারাইজ হতে হবে অথবা মৃত্যু বরণ করতে হবে সরকারের কাছে টাকা নেই তাই এই বরসের শিক্ষকদের নাখেয়ে চলতে হবে হায়রে বাংলাদেশ,Abusive,Little to None,Community
434994,রাশিয়ার উচিত ইউক্রেনে আরো ধ্বংসযজ্ঞ বাড়িয়ে দেয়া,Political Hate,Little to None,Society
35914,শেখ হাসিনা শরনি মরনি যায় হোক আমার কাছে ৩০০ফিট এই বেস্ট,Political Hate,Little to None,Individual
729740,চীন কে দেখে এত ভয় আমেরিকার,Political Hate,Little to None,Society
614182,দেশ আমাদের তাহলে পশ্চিমা দেশ গুলো চাপ দেওয়ার কে,Political Hate,Little to None,Society
175096,আপনি কী টিক টক থেকে আসছেন,Abusive,Little to None,Individual
3766,কোথায় গেল আমাদের দেশের চেতনা বাদী ধর্ম ব্যবসায়ি কাঠ মোল্লা গুলো তাড়াতাড়ি বাইতুল মোকারম মসজিদ থেকে আবেগি মিছিল বের কর রোহিঙ্গাদের জন্য বাংলাদেশের বর্ডার খুলে দেওয়ার জন্য অনুরোধ কর সরকারকে,Abusive,Little to None,Community
258469,এখানে কাল বেলা কে নিয়ে যাওয়ার দরকার ছিল দালাল টিভি বাদ দিয়ে,Abusive,Little to None,Organization
215276,ওদের এখন এটাই কাজকিভাবে অন্য দলকে নিস্ব করা যায়,Abusive,Little to None,Community
449706,৯ বছর ধরে ঐ বিদ্যালয়ে ঊর্ধ্বতন কর্মকর্তা কি কেউ যায়নি,Abusive,Little to None,Individual
183078,সরকার জনগণকে আর বোকা বানাতে পারে না,Political Hate,Little to None,Organization
524989,ইনি সাকিব খানের কাছে আবার ওযেতে চায় ইনার সব ভিডিও তে বুঝা জায় লোভ সামলাতে পারছে না বার বার জয়কে নিয়ে আসে কথায় কথায়,Abusive,Little to None,Individual
760133,এগুলো তাদের কাজসাজি এই মডেল দেশের মন্ত্রীরা এইসব করে,Abusive,Little to None,Community
467601,হাতীটাকে র আটক করা উচিৎ ছিলো পাসপোর্ট ভিসা ছাড় বাংলাদেশে অনুপ্রবেশর দায়েভারতের হলেতো গুলি করে দিতোমনে হয় এটা রোহিঙ্গা হাতী তাই হাতীটাকে পুশবেক করেছে,Abusive,Little to None,Individual
734436,সাবধান আমেরিকানরা কোন দেশের উত্থান সহ্য করতে পারে না তারা চায় তাদের পদ লেহনকারি সরকার হাসিনা দেশটাকে উন্নত করছে এটা তাদের সহ্য হওয়ার কথা নয় তাই বঙ্গবন্ধুর মত এখনও যে হাসিনার বিরুদ্ধে ষঢ়যন্ত্র হচ্ছেনা এটা বিশ্বাস করার কোন কারণ নেই,Political Hate,Little to None,Community
431121,এই যুদ্ধের জন্য তো তোমরাই দায় আর কেউ তো না,Abusive,Little to None,Community
101669,মিজাপর তোমার বিছার হবে এই দেশের জনগন,Abusive,Little to None,Individual
201236,টাকার বিনিময়ে মানুষ ভোট দেয় আবার বলে ভোটের অধিকার,Political Hate,Little to None,Community
419301,এইডা কোনো নিউজ হইলো,Abusive,Little to None,Organization
48276,টুকটুকারের কাছ থেকে আর কি আশা করা যায়,Abusive,Little to None,Individual
640764,মায়ানমারের বিরুদ্ধে কঠোর ব্যাবস্থা নেওয়া দরকার,Abusive,Little to None,Society
932141,আজ ভারতকে হারিয়ে বিশ্বকে তাক লাগিয়ে দিবে হংকং,Abusive,Little to None,Community
240267,সালে বাংলাদেশের স্বাধীনতা যুদ্ধে বিশ্বের একমাত্র পরাশক্তি রাশিয়াই বাংলাদেশের হয় কাজ করেছে এবং একমাত্র পরাশক্তি যারা বাংলাদেশের পক্ষে ছিল রাশির অবস্থান ভুলে গেলে চলবে না ইসরাঈল সমর্থিত ইউক্রেন কে বর্জন করা উচিত,Political Hate,Little to None,Society
105646,রাষ্ট্রের এক নাম্বারের কুলাঙ্গার,Abusive,Little to None,Individual
537922,কুত্তায় করে কি,Abusive,Little to None,Individual
772659,আমাদের দেশে ট্রাম্পের মতো মিথ্যা কথা বলতে বলতে সেটা সত্য বলে জনগণকে মেনে নিতে হয়,Abusive,Little to None,Society
722171,ইজরাইল রোহিঙ্গা রোহিঙ্গা রোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গারোহিঙ্গা,Abusive,Little to None,Society
662760,আমাদের মমতাময়ী সরকার এখোন কই এগুলা কি চোখে পড়ে না নাকি এখানে ও বি এম পির হাত আছে সেটা বলবে আমাদের পায়েশ খোর মন্ত্রী হাসান মাহমুদ,Abusive,Little to None,Individual
187748,এই সেই গমরুল না,Abusive,Little to None,Individual
258055,ওটা কেমন সাক্ষী আমরা বুঝি দেলোয়ার হোসেন সাঈদীর যেমন হয়েছেএটাও তেমনি হবে আরকি,Abusive,Little to None,Individual
516994,এরচেয়ে ফালতু রেস্টুরেন্ট হইলে সেইটা গল্প হয় যেমন জঘন্য ফুড কোয়ালিটি তেমন কোয়ান্টিটি রেটিং ১১০,Abusive,Little to None,Organization
355409,পাঁচ ওয়াক্ত নামায পড়ে তাহায্যত পড়ে সে আবার সাকিব কে নায়ক হিসেবে চায় কি করে আপনার কেন্দে দেওয়া দেখে আমিও কেন্দে কেন্দে গাছের কান্দে উঠে গিয়েছি,Abusive,Little to None,Individual
166978,বৃটিশ আমলের প্লেন জোরা তালি দিয়ে আর কতো দিন,Abusive,Little to None,Organization
564069,জনগণের অথবা ধারের টাকায় আওমীলীগ ও প্রশাসন মিলে মিশে পিকনিক এবং আনন্দ ভ্রমণ করছে,Political Hate,Little to None,Organization
551785,বিনোদন আর বিনোদন এদের সকল কথাই মিথ্যায় ভরপুর আমাদের দেশের জনগন কে কি এতোই বোকা মনে হয়,Abusive,Little to None,Community
405562,পুতিন জয়বাংলা হওয়ার পরে ইউক্রেনও যুক্ত হবে হাচিনা এখন কি করবে,Abusive,Little to None,Individual
297210,সরকারের চামচা সময় টিভিকে বয়কট করুন,Abusive,Little to None,Organization
797577,ভয় পাইতেছ চিন,Abusive,Little to None,Society
447242,চিনের অতিরিক্ত বাড়াবাড়ি ধ্বংশের কারণ হবে,Abusive,Little to None,Society
230291,আলহামদুলিল্লাহ মারা গেছে একজন রাষ্ট্রদোহি মারা গেছে ভোট চোর দের মরা রাস্তায় রাস্তায় হোক,Political Hate,Little to None,Individual
109964,ব্যারিস্টার সুমন হল একটা হিজড়া তার মত দু মুখে মুনাফেক বাংলাদেশে আর একটাও নাই,Abusive,Little to None,Individual
463514,আর আমাদের শিক্ষিত সমাজ এই দেশের বড় শিক্ষিত ভদ্রলোক গুলা এতো শক্তি এতো সুযোগ থাকা পরও জনগণের টাকা চুরি করে খায়,Abusive,Little to None,Society
534382,টাকা ছাড়ায় ছবি করা দরকার সাকিবের শিডিউল আপনার জন্য নেই,Abusive,Little to None,Individual
164017,আরে আল্লাহর গজব পরবো ওদের উপুড় কারন এই ফল গুলা যদি এখন না বাজারে ছারে তাহলে কিছু দিনের মধ্যেই দেখবেন পোচে জাবে আর এই কমল দের দের মতই রিপোর্টার আবার দেখা জাবে হারে দুনিয়া,Religious Hate,Little to None,Community
900643,এই নিরবাচকরা বাংলার ক্রিকেটারকে ধংশ করে দিবেএখনই সময় ওদের ঘাড়ধাক্কা দিয়ে বের করে ক্রিকেট টাকে বাচিয়ে রাখাতা না হলে ওরাই বাংলাদেশের ক্রিকেট ধংশ করে ফেলবে,Abusive,Little to None,Community
118070,দলীয় সরকারের অধীনে নির্বাচন সুষ্ঠ হবে না,Political Hate,Little to None,Organization
130898,দক্ষিণ এশিয়ায় প্রথম ফাইজলামি করেন ভারতে পাকিস্তানে আফগানিস্তানে এই চেয়ে লম্বা বিশাল সুরংগ আছে,Abusive,Little to None,Society
42763,আমি লীগ সরকারের উন্নয়ন,Abusive,Little to None,Organization
618757,তামাশায় এগুলে কি হবে নিত্যপ্রয়োজনীয় দ্রব্যাদির দাম সীমাহীন,Political Hate,Little to None,Society
139975,বি এন পি এবং আওয়ামী লীগের যারা নৌকা মার্কা মনোনয়ন পাননি তারা কেউ করেছে,Abusive,Little to None,Community
906009,এই কয়দিনে মুনাফিক সাপোর্টার দের চিনা হয়ে গেছে যারা জিতলে তালি আর হারলে গালি রান করা আফগান রানে প্যাকেট জিতলেও বাংলাদেশ আর হারলেও বাংলাদেশ সবসময়ই এটাই আমাদের,Abusive,Little to None,Community
19886,ষড়যন্ত্র বেচতে যাবে না তাহলে কি হবে ওদের সাথে তো আর ভারত নাই তাই,Abusive,Little to None,Community
330279,এদের কেন যে টাইগার বলেন আমি ঠিক বুঝি না এদের টাইগার বললে বাঘ লজ্জা পাবে,Abusive,Little to None,Community
464908,রিপোর্টার নিজেই একটা ছাগল এটাকে কি মানুষের আকৃতি বলে,Abusive,Little to None,Individual
930583,হেরে গেলো বাংলাদেশে বাসকারী কিছু ভারতীয় আত্বা,Abusive,Little to None,Community
99453,আমরা তত্তাবদাক সরকার চাড়া ভোট মানিনা,Political Hate,Little to None,Community
395279,অত্যাচারি কোনো সাম্রাজ্য টিকবে নাএটা আল্লাহর বিধানচীনের অর্থনৈতিক শক্তি ও বিপুল পরিমাণ ঋনের লোভে মুসলিম বিশ্ব আজ চুপকিন্তু আল্লাহ উইঘূরদের নিশ্চিহ্ন হতে দেবেন না যদি তারা এ ঈমানী পরিক্ষায় উর্ত্তিন্ন হতে পারেইনশাল্লাহ,Religious Hate,Little to None,Community
331079,এখনও সুটকেস নিয়ে রাতে কারো বাসায় ট্রিপ মারতে যান না যান তো,Abusive,Little to None,Individual
889961,বুদ্ধি প্রতিবন্ধী সাংবাদিক সাধারণ মানুষের সাক্ষাৎকার কেন নেন সাধারণ মানুষ আপনার দৃষ্টিতে এক একটা রিকি পন্টিং,Abusive,Little to None,Individual
178971,দাম বারানৌ একটা নতুন৷ নাটক জনগন৷ এগুলা৷ বুজে,Abusive,Little to None,Society
213252,এটা অসময় টিভি,Abusive,Little to None,Organization
781755,ইনশাল্লাহ ঠিক সময়েই পুতিনের পেছন মারা হবে,Political Hate,Little to None,Individual
823119,কিছুই হবেনামার্কিনিদের অবস্থা হবে সোভিয়েত ইউনিয়নের মতকতভাগ হবেতা সময় বলে দিবে,Political Hate,Little to None,Society
352571,নিউজের মাঝখানে ফালতু অ্যাড গুলো দিলে অতিরিক্ত মন মেজাজ খারাপ হয়,Abusive,Little to None,Organization
263134,তুই হিজলাতুই ভদ্র লম্পট দায়িত্ব ছেড়ে দে এবং দাবী কর যে এত অনিয়ম যে এভাবে কমিশন চালানো সম্ভব নইতাহলে ই ত হয় জাতীয় বেঈমান,Profane,Little to None,Organization
503912,বিএনপিজামাতের মতামত কি সাজানো নাটক,Political Hate,Little to None,Organization
770663,উইঘুরদের শেষ করে দিয়ে আবার শিষ্টাচার শেখাচ্ছে চীন আর কত ভন্ডামি করবে,Abusive,Little to None,Society
925289,কে বিসিবি থেকে বের করে দেয়া হোক ও কোন ক্ষমতা বলে এখন ও টিকে আছে ওর থেকে দেশের সম্মান অনেক বড় তাই দেশের স্বার্থে ও ক্রিকেট এর স্বার্থে মাননীয় প্রধানমন্ত্রী এদের কে আওয়ামীলীগ এর চামচামীর জন্য আর সুযোগ দিয়েন না এরা যতো দিন থাকবে ক্রিকেট এর ক্ষতি হবে,Abusive,Little to None,Individual
131971,হাইরে সময় টিভি ৩ মিনিটের নিউজের মধ্যে ৩ বার এডভার্টাইজ,Abusive,Little to None,Organization
467462,আমাদের দেশের উন্নয়নের কি নমুনা,Abusive,Little to None,Society
714384,সেনাবাহিনী কাজকরে পুলিশীরা কি করে,Abusive,Little to None,Organization
874914,বলদ ছাড়া কেউ কাউকে সর্বকালের সেরা বলবে নাকারণ ভবিষ্যতে কোনো খেলোয়াড় তার চেয়ে অনেক ভালো খেলতে পারে,Abusive,Little to None,Individual
768898,পেচামুখো পুতিনকেতো আর দেখাই যায়না,Abusive,Little to None,Individual
133932,মাত্র তিন মাস মেয়াদ এসব সৌন্দর্য এর কারন বাংগালী জাতি হিসেবে সভ্য হতে পারবেনা,Abusive,Little to None,Society
280267,কিন্তু নিজ দেশে অশান্তি আর অন্যদেশে শান্তি মিশন নিয়ে যান আপনাদের প্রতি এই দেশের জনগণ কি চাই তা আপনারা বুঝেও বুঝেন নাআমরা সাধারণ জনগণ চাই আমার ভোট আমি দিবো যাকে খুশি তাকে দিবো,Political Hate,Little to None,Organization
794785,ডোনাল্ড ট্রাম্পের কিছু হলে জ্বলবে আগুন ঘরে ঘরে,Political Hate,Little to None,Community
159040,সাংবাদিক এর কাছে সংবাদ না থাকলে যা হয় আরকি,Abusive,Little to None,Individual
552667,তুমি নিজে করবা কেন তোমার চাঁদাবাজ বাহিনী আছে না,Abusive,Little to None,Community
90708,ছেলেকে কোথায় রেখে এসেছে দেশে নিয়ে আসেনি কেন৷ভয় পাচ্ছে নাকি দেশ ছেড়ে পালিয়ে যেতে হবে,Abusive,Little to None,Individual
351319,হাত নাড়ানোর অভ্যাস বাদ দেন,Abusive,Little to None,Individual
926891,বাংলাদেশে এদের সাথে ভালোখেলবে তাছাড়া অন্য কেউ হাত পা ভেঙে দিবে,Abusive,Little to None,Community
313962,ভাই একজন কর্মকর্তা বাংলাদেশের ক্রিকেট টিম এ যোগদান করেছে ভাই উনি কি তামিম ইসু তে জলিতো আছে,Abusive,Little to None,Individual
811282,পাবলিকের হাতে অস্র থাকবে কেন ওটাকে দন্ডনিয়ো অপরাধ করতে পারেনা,Abusive,Little to None,Organization
129604,ফালতু সাংবাদিক হরমোনের তারতম্য তো সৃষ্টিকর্তা প্রতিপালক আল্লাহর ইচ্ছার উপর নির্ভর করে,Abusive,Little to None,Community
397371,আমেরিকার এরকম একটা চাল বাংলাদেশের নির্বাচন এলে একটা বাংলা প্রবাদ আছে না আমার থেকে যদি কেউ বেশি ভালোবাসে তাহাকে আমারা ছিনাল বলে আমেরিকা রকমারি পদ্মা সেতু কিন্তু বাংলাদেশে তার কোনো অবগতি দেখতে পারতাছিনা উন্নয়ন দেখতে পারতেছি না,Political Hate,Little to None,Society
892900,সাকিবকে চাইনা তামিমকে চাই,Abusive,Little to None,Individual
480343,কোন জেলায় কোন যুবলীগ ছাএলিগ মরলো বুঝা মুশকিল দুই দিন পর পর ই এগুলা মরে,Political Hate,Little to None,Community
567747,বেহায়াপনা বৈশাখ বেহায়ার হালখাতা খুলে অংগীকার কর পর্দার দিন কাটাবো এই সপথ নেই,Abusive,Little to None,Society
610525,এই বছর বিএনপি কতজন হত্যা করছে আপনি কত জন খুন করেছেন,Political Hate,Little to None,Organization
120720,জঙ্গী সন্ত্রাসী সংগঠন কে নিষিদ্ধ করা হোক,Political Hate,Little to None,Organization
262145,শ্রীলঙ্কাকে দেখেও কি একটু শিক্ষা হয় না আমাদের,Abusive,Little to None,Society
199566,এদের ভিডিও কেউ দেখেনা মাত্র ৫৩ ডা লাইক এরা শুধু কমেন্টস পাওয়ার যোগ্য এখন,Abusive,Little to None,Community
416780,আগেই বলেছিলাম ইমরান যত চেষ্টাই করুক ইমরান কোনোভাবেই বঙ্গবন্ধু হতে পারবে না,Abusive,Little to None,Individual
403512,এরা আবার বড় বড় কথা বলে,Abusive,Little to None,Organization
185190,গুয়েশ্বর চন্দ্র বাবুর মাথার টুপি কি ধর্মের টুপি না কি রাজনীতির টুপি এটা নিয়ে জানতে চাই সে কোন ধর্মের অনুসারী,Religious Hate,Little to None,Individual
172975,কথা ক্লিয়ার বলতে না পারলে সাংবাদিকতা করার দরকার নেই,Abusive,Little to None,Individual
18205,কেন যে বেইমানদের এত সাহায্য করছে ভারত,Abusive,Little to None,Society
263139,আপনি আরমলম দিবেননা আপনার মলম লাগবেনা,Abusive,Little to None,Individual
436169,যুক্তরাজ্য যুক্তরাষ্ট্র বালুস্থান ব্যাঙাডিয়া এই দেশ গুলোর জুতো সংরক্ষণ দায়িত বাংলাদেশেই রাষ্ট্র মন্ত্রণালয়ের ছিলো বহুন দিন থেকে দেখে দেখে অভ্যস্ত চোদ্দচুয়া নাম ফোলাইলে পেঁয়ারা অংউট দৌড়,Profane,Little to None,Society
321159,কি কয় না কয় মাথা গেছে মনে হয় হালায় কতো নাটক দেখমু আর হাহাহা,Abusive,Little to None,Individual
648411,সাংবাদিকদের ও লজ্জা লাগেনা এমন রিপোর্ট করতে কেমনে ৪০০ ৫০০ টাকা হলো,Abusive,Little to None,Community
358410,৪১এ চাল কত হবে ডাল আর ডিম চিনি আটা লবণ সাবান তেল পেঁয়াজ ইলিশ মাছ গাড়ির ভাড়া আমার স্কুলের ফিস ভার্সিটির ফিস চিকিৎসা খরচএগুলাতে নজর দেন আপনারে নিয়া কোন কথা নাই,Abusive,Little to None,Individual
173886,বুঝলাম বোতল দিয়ে বাড়ি বোতলের মধ্যে পানি ভরে মুটকি আটকানো মুটকি খুলে দিলে তো বাড়ি শেষ পানি বের হয়ে যাবে স্বল্পমূল্যে বাড়ি তৈরি,Abusive,Little to None,Individual
332759,সময় টিভি নিউজ এর আমলিক সরকারের খবর ছাড়া অন্য কোন কিছু দেখা যায় না এরা কি আমলিক সরকারের মিডিয়া,Political Hate,Little to None,Organization
685949,পুলিশ মরার কথা শুনলেই মনে আনন্দ হয়,Abusive,Little to None,Community
837859,আপনি জি মটু পাতলুর জন এর মতো কথা বলছেন,Abusive,Little to None,Individual
156880,এদের কঠিন বিচার হয় না বলে এরা পরবর্তীতে আবার ডাকাতিতে যরায় তাই এদের বিরুদ্ধে কঠিন আইন অনুযায়ী ব্যবস্থা নেওয়া হোক,Abusive,Little to None,Community
243668,চোর সর্বশেষ নির্বাচনে অংশ হিসেবে কাজ করার সিদ্ধান্ত নেওয়া উচিত আওয়ামী লীগ,Political Hate,Little to None,Organization
159577,নাস্তিকদের কোন আলোচনা কাজে লাগবে না আমাদের হৃদয়ে থাকবে আল্লামা দেলাওয়ার হোসাইন সাঈদী,Religious Hate,Little to None,Individual
649443,আওয়ামী লীগ ক্ষমতায় থাকা কালীন আর তিস্তা পানি বন্টন সমস্যার সমাধান হচ্ছে না,Abusive,Little to None,Organization
920519,রাব্বির কথা কেনো বলা হয় নাএই বিশ্ব কাপে সব চেয়ে বাজে ব্যাটিং ছিলো রাব্বিরতার কথা না বলে সৌম্যর কথা কেনো বলা হয়,Abusive,Little to None,Community
901816,কোন যুক্ত তে শামিম চৌধুরীকে নিল,Abusive,Little to None,Individual
658504,বাংলাদেশে বিচার নাই ভালো মানুষের জীবনের দাম নাই,Abusive,Little to None,Society
666278,নাটক করে লাভ কিসরকার ভয় পাইতেছে,Political Hate,Little to None,Organization
88969,নিকৃষ্টতর ঘৃণ্য টিভি সময় টিভি নাটক মঞ্চস্থ করতে,Abusive,Little to None,Organization
478730,এই সাংবাদিক একটা দালাল কিন্তু সবাই সাবধান,Abusive,Little to None,Individual
132557,প্রতিটা প্রাণীকেই দুনিয়াতে সৃষ্টি করেছে কোন উপকারের জন্য সুতরাং কুকুরকে কেউ মারবেন না পারলে খাবার দিবেন না পারলে মারবেন না কুকুরকে আপনি একদিন খাবার দিয়ে দেখেন সে আপনার বন্ধু হয়ে যাবে,Abusive,Little to None,Community
236744,না তিনি সবকিছু জানেন কারন হাসিনার বহুদিনের পোষ্য ভারতের দালাল এরা তার কথাই এটা হয়েছে মানুষের দুইটা বাহিরে একটা ভিতরে আরেকটা তার প্রমাণ প্রান গোপাল দত্ত তাকে কি ভাবা হতো এখন তার রুপ কি,Political Hate,Little to None,Individual
362215,ইরানের দিন ঘনিয়ে আসছেইরাক আফগানিস্তান লিবিয়া ভিয়েতনাম হতে চলেছে,Political Hate,Little to None,Society
226917,বিএনপি তেমন মজবুত নয় বলে বিএনপির এই অবস্থা,Political Hate,Little to None,Organization
547557,শুধুমাত্র ডক্টর ইউনুস সুদখোর বাকি সব দুধে ধোয়া,Abusive,Little to None,Organization
210123,মিথ্যা ফখরুল কে রিমান্ডে নেওয়া হোক উস্কানি দাতা,Political Hate,Little to None,Individual
496545,মানুষের নীতি নৈতিকতা কিচ্ছু নাই আল্লাহকে ভয় পায় না ইসলামিক শিক্ষা দরকার কি অবস্থা প্রত্যেকটা সেক্টর দুর্নীতি কোথাও স্বচ্ছ জবাবদিহিতা নাই মাঠ পর্যায় কোন তৎপরতা নাই এই কারণে দুর্নীতি বেশি হচ্ছে,Abusive,Little to None,Community
300227,ঐদিনি বাংলাদেশের সাধারণ মানুষ শান্তি পাবে যেদিন বছরের প্রেতাত্মার অবসান হবে,Abusive,Little to None,Community
930293,এই ফালতু প্যানেল সব নষ্টের মূল,Abusive,Little to None,Organization
256474,আমাদের পুরানা পল্টনে তেরো পাকি জমি বিভিন্ন কোম্পানি দখল করে আছে পারলে আমাদের দখল নিয়ে দেন,Abusive,Little to None,Organization
845341,হইলে কি হবে সব তো হারাম টাকা মানুসের গলায় পারা দিয়া নিসেন,Abusive,Little to None,Individual
339868,কম্বল ছুরের দেশে আর কি আশা করা জায়,Abusive,Little to None,Society
68498,আজ ২৮ শে অক্টোবর ঢাকায় বিএনপির শান্ত সমাবেশে যা ঘটেছে তা আওয়ামীলীগের নেতাদের পূর্ব হুমকিতেই প্রমাণ করে,Political Hate,Little to None,Organization
37157,মাশআল্লাহ সবই আওমলিগ এর হযরতের উন্নয়ন,Political Hate,Little to None,Organization
264750,দরবেশ বাবা কে আরো লোন দেয়া হোক,Abusive,Little to None,Individual
69657,সময় টিভি দেখাবে কোন জায়গা ফাকা আছে এসব কেন দেখাচ্ছে,Abusive,Little to None,Organization
763875,এখন এই প্রিন্সকে কি বলা হবে সে তো সবচাইতে বড় মানবাধিকার লংঘন করেছে,Abusive,Little to None,Individual
723457,যারা চীন সাপোর্ট করে সবাই কি আলীগ করে মনে হয়,Political Hate,Little to None,Organization
573389,স্বীকৃতি দিলে আমেরিকার সমস্যা কারন তারাই গণহত্যার জন্য অস্ত্র দিয়েছিল,Political Hate,Little to None,Society
651314,সময় টিভি বলে যাবে আর জনগণ শুনতে শুনতে মরে যাবে কিন্তু বাস্তবায়ন হবেনা,Abusive,Little to None,Organization
468918,এভাবে উদ্দেশ্য প্রণীতভাবে কাউকে ফাঁসিয়ে নিজে বাঁচা যায় না কখনো টাকায় উপকর কমিশনারের ছোঁয়া নেই তার নিজের ভাষ্যমতে তাহলে সে টাকা নিলো কিভাবে ঐ ডাক্তারের মোবাইল নম্বর ট্যাগ করলেই চক্রান্ত ফাঁস হবে আর যাইহোক ২৬ কোটি টাকা লেনদেনের সঠিক হিসাবও সম্ভবত তিনি দিতে পারবেন না তাহলে নিজের ফাঁদে নিজেই পড়তে বসলো অপেক্ষা করে দেখি জ্বল কোন দিকে গড়ায় বাংলাদেশ তো সব সম্ভাবের দেশ আমরা প্রকৃত অপরাধীর বিচার চাই,Abusive,Little to None,Individual
205368,আপনাদের এতো সাহস থাকলে ভারতের বিরুদ্ধে কিছু বলেন দেখি,Abusive,Little to None,Community
42902,জনগণের টাকায় বেতন নিচ্ছেন হাসপাতালে রুগীকে না দেখে চেম্বার খুলে নিরিহ মানুষ এর কাছ থেকে জত ইচ্ছা ভিজিট নিচ্ছেন নিজেরা দল বেধে ক্লিনিক দিচ্ছেন উনাদের দুরনিতির কথে লিখে শেষ করা যাবেনা করা যাবেনা,Abusive,Little to None,Community
468481,কোন কথা হবে না এই জানোয়ারগুলোকে সর্বসম্মুখে ফাঁসি দেওয়ার দাবি জানাচ্ছি,Abusive,Little to None,Community
791267,পৃথিবীর সবচেয়ে নিকৃষ্ট দেশ প্রশাসন এবং পররাষ্ট্র নীতি হলো আমেরিকা,Political Hate,Little to None,Organization
487687,কিছু কিছু বোকা দা এখানে ধর্ম টেনে নিয়ে আসবে,Abusive,Little to None,Community
191003,ওবায়দুল কাদের ছোট কুকুর এই খাওয়া মোট ছুটতে ব্যাটা তোরা আমরা তার ভোট সুন্নাহ,Abusive,Little to None,Individual
721804,খুব আমেরিকার দাদাগিরি শেষ কিসের আমেরিকাবাল ফেলা আমেরিকা,Profane,Little to None,Society
679057,বাঙ্গালী এত হাগল না যে যেটা তোরা বলবি সেটা বিশ্বাস করে নিবে,Abusive,Little to None,Community
239990,এই জনগণের ভালোবাসা বাইরের সকল দেশের দেখা উচিৎ তাহলে বুজবে শেখ হাসিনা কেমন নির্বাচন করে ক্ষমতায় আসছে,Political Hate,Little to None,Individual
149248,দখল করে নে,Abusive,Little to None,Individual
108293,দেশে তাদের কোনো অর্থ নেই সব বিদেশে পাচার করা হয়েছে,Political Hate,Little to None,Community
258110,এখন লোকজন বলবে এফবিআই কানাডা পুলিশ ও ছাত্রলীগের লোক নিয়োগ নিচ্ছে,Abusive,Little to None,Organization
778108,সেকেন্ড ওয়ার্ল্ড ওয়ারে কি করছোসআর এখন ভাল সাজে,Abusive,Little to None,Individual
874594,এদের এনে টাকা নষ্ট করার কি দরকারএমনি তো দেশ অর্থ সংকটে৷ আছে,Abusive,Little to None,Community
91377,হাম্বা লিগ কমিশনার,Abusive,Little to None,Individual
383825,আমেরিকা আছে বলেই পৃথিবীতে এত সংঘাত,Abusive,Little to None,Organization
56326,বর্তমানের শিল্পী মানে চাটার দল,Abusive,Little to None,Society
76027,মাদক ব্যবসার মূলই তো দলীয় নেতাকর্মীদের শেল্টারে চলে,Political Hate,Little to None,Organization
591905,এ যে সিংগাপুর আর হংকং লেখছেন জীবন এ দেখছেন সিংগাপুর হংকং কেমন হয় হুদাই বারবার সিংগাপুর সিংগাপুর করেন,Abusive,Little to None,Individual
806071,পৃথিবীর দুই নম্বর শক্তিধর হচ্ছে রাশিয়া এবং সেই রাশিয়ার সাথেই যুদ্ধ ঘোষণা করল ইউক্রেন,Political Hate,Little to None,Organization
848448,আমি ছাগল আমারে দুইডা কাঁঠাল পাতা দে,Abusive,Little to None,Individual
